Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-10 09:15:00+05:30,148.85000610351562,148.85000610351562,147.8000030517578,148.35000610351562,148.35000610351562,104089
2021-11-10 09:17:00+05:30,148.35000610351562,148.60000610351562,148.0500030517578,148.5500030517578,148.5500030517578,165589
2021-11-10 09:19:00+05:30,148.5500030517578,148.9499969482422,148.39999389648438,148.64999389648438,148.64999389648438,132834
2021-11-10 09:21:00+05:30,148.6999969482422,149.0500030517578,148.60000610351562,149.0,149.0,120045
2021-11-10 09:23:00+05:30,148.85000610351562,149.39999389648438,148.85000610351562,149.25,149.25,108920
2021-11-10 09:25:00+05:30,149.25,149.35000610351562,149.0,149.35000610351562,149.35000610351562,109772
2021-11-10 09:27:00+05:30,149.35000610351562,149.5,149.25,149.5,149.5,80362
2021-11-10 09:29:00+05:30,149.5500030517578,149.60000610351562,149.25,149.35000610351562,149.35000610351562,138702
2021-11-10 09:31:00+05:30,149.25,149.4499969482422,149.1999969482422,149.25,149.25,39057
2021-11-10 09:33:00+05:30,149.25,149.25,148.89999389648438,149.10000610351562,149.10000610351562,66203
2021-11-10 09:35:00+05:30,149.14999389648438,149.9499969482422,149.10000610351562,149.89999389648438,149.89999389648438,255330
2021-11-10 09:37:00+05:30,150.1999969482422,150.3000030517578,150.0,150.0,150.0,411372
2021-11-10 09:39:00+05:30,150.0500030517578,150.1999969482422,150.0,150.1999969482422,150.1999969482422,74186
2021-11-10 09:41:00+05:30,150.1999969482422,151.0,150.10000610351562,150.5,150.5,482375
2021-11-10 09:43:00+05:30,150.5,150.60000610351562,150.0,150.0500030517578,150.0500030517578,332970
2021-11-10 09:45:00+05:30,150.0,150.0,149.10000610351562,149.3000030517578,149.3000030517578,292517
2021-11-10 09:47:00+05:30,149.35000610351562,149.39999389648438,149.10000610351562,149.1999969482422,149.1999969482422,101845
2021-11-10 09:49:00+05:30,149.5,149.5,149.1999969482422,149.35000610351562,149.35000610351562,52832
2021-11-10 09:51:00+05:30,149.35000610351562,149.4499969482422,149.1999969482422,149.35000610351562,149.35000610351562,44807
2021-11-10 09:53:00+05:30,149.35000610351562,149.8000030517578,149.3000030517578,149.5500030517578,149.5500030517578,111224
2021-11-10 09:55:00+05:30,149.60000610351562,149.75,149.5500030517578,149.64999389648438,149.64999389648438,36900
2021-11-10 09:57:00+05:30,149.6999969482422,149.75,149.39999389648438,149.60000610351562,149.60000610351562,40605
2021-11-10 09:59:00+05:30,149.60000610351562,149.64999389648438,149.35000610351562,149.39999389648438,149.39999389648438,27627
2021-11-10 10:01:00+05:30,149.4499969482422,150.3000030517578,149.35000610351562,150.3000030517578,150.3000030517578,124452
2021-11-10 10:03:00+05:30,150.25,150.8000030517578,150.25,150.8000030517578,150.8000030517578,272281
2021-11-10 10:05:00+05:30,150.8000030517578,150.8000030517578,150.3000030517578,150.39999389648438,150.39999389648438,111813
2021-11-10 10:07:00+05:30,150.4499969482422,150.5,150.0,150.14999389648438,150.14999389648438,57728
2021-11-10 10:09:00+05:30,150.1999969482422,150.35000610351562,150.10000610351562,150.14999389648438,150.14999389648438,55821
2021-11-10 10:11:00+05:30,150.14999389648438,150.1999969482422,149.85000610351562,150.14999389648438,150.14999389648438,93838
2021-11-10 10:13:00+05:30,149.9499969482422,150.0500030517578,149.8000030517578,150.0,150.0,37378
2021-11-10 10:15:00+05:30,150.0,150.14999389648438,149.9499969482422,150.10000610351562,150.10000610351562,32542
2021-11-10 10:17:00+05:30,150.10000610351562,150.10000610351562,149.89999389648438,149.89999389648438,149.89999389648438,35412
2021-11-10 10:19:00+05:30,149.9499969482422,150.10000610351562,149.64999389648438,149.6999969482422,149.6999969482422,50439
2021-11-10 10:21:00+05:30,149.6999969482422,149.9499969482422,149.6999969482422,149.9499969482422,149.9499969482422,17464
2021-11-10 10:23:00+05:30,149.85000610351562,150.10000610351562,149.85000610351562,150.0,150.0,27926
2021-11-10 10:25:00+05:30,150.0,150.1999969482422,150.0,150.10000610351562,150.10000610351562,20065
2021-11-10 10:27:00+05:30,150.10000610351562,150.4499969482422,150.10000610351562,150.1999969482422,150.1999969482422,60160
2021-11-10 10:29:00+05:30,150.25,150.25,150.10000610351562,150.1999969482422,150.1999969482422,17182
2021-11-10 10:31:00+05:30,150.14999389648438,150.25,150.10000610351562,150.1999969482422,150.1999969482422,17461
2021-11-10 10:33:00+05:30,150.14999389648438,150.1999969482422,149.9499969482422,149.9499969482422,149.9499969482422,24648
2021-11-10 10:35:00+05:30,149.9499969482422,150.0,149.89999389648438,149.9499969482422,149.9499969482422,40737
2021-11-10 10:37:00+05:30,150.0,150.1999969482422,149.89999389648438,150.1999969482422,150.1999969482422,46167
2021-11-10 10:39:00+05:30,150.1999969482422,150.25,150.0,150.25,150.25,36673
2021-11-10 10:41:00+05:30,150.25,150.60000610351562,150.1999969482422,150.60000610351562,150.60000610351562,103484
2021-11-10 10:43:00+05:30,150.60000610351562,150.64999389648438,150.39999389648438,150.4499969482422,150.4499969482422,60378
2021-11-10 10:45:00+05:30,150.4499969482422,150.4499969482422,150.3000030517578,150.35000610351562,150.35000610351562,32756
2021-11-10 10:47:00+05:30,150.35000610351562,150.4499969482422,150.3000030517578,150.39999389648438,150.39999389648438,32027
2021-11-10 10:49:00+05:30,150.4499969482422,150.4499969482422,150.25,150.35000610351562,150.35000610351562,27417
2021-11-10 10:51:00+05:30,150.25,150.39999389648438,150.10000610351562,150.10000610351562,150.10000610351562,136553
2021-11-10 10:53:00+05:30,150.10000610351562,150.10000610351562,149.89999389648438,149.89999389648438,149.89999389648438,84390
2021-11-10 10:55:00+05:30,149.9499969482422,149.9499969482422,149.6999969482422,149.85000610351562,149.85000610351562,91127
2021-11-10 10:57:00+05:30,149.85000610351562,149.9499969482422,149.8000030517578,149.9499969482422,149.9499969482422,30535
2021-11-10 10:59:00+05:30,149.89999389648438,150.0,149.60000610351562,149.8000030517578,149.8000030517578,80185
2021-11-10 11:01:00+05:30,149.8000030517578,149.9499969482422,149.64999389648438,149.85000610351562,149.85000610351562,15959
2021-11-10 11:03:00+05:30,149.89999389648438,149.9499969482422,149.6999969482422,149.6999969482422,149.6999969482422,53817
2021-11-10 11:05:00+05:30,149.64999389648438,149.75,149.5500030517578,149.60000610351562,149.60000610351562,44394
2021-11-10 11:07:00+05:30,149.6999969482422,149.8000030517578,149.60000610351562,149.75,149.75,10399
2021-11-10 11:09:00+05:30,149.8000030517578,149.89999389648438,149.75,149.8000030517578,149.8000030517578,17026
2021-11-10 11:11:00+05:30,149.89999389648438,149.89999389648438,149.6999969482422,149.75,149.75,14140
2021-11-10 11:13:00+05:30,149.64999389648438,149.85000610351562,149.64999389648438,149.75,149.75,10210
2021-11-10 11:15:00+05:30,149.8000030517578,149.85000610351562,149.75,149.75,149.75,15088
2021-11-10 11:17:00+05:30,149.85000610351562,149.89999389648438,149.60000610351562,149.6999969482422,149.6999969482422,26229
2021-11-10 11:19:00+05:30,149.75,149.75,149.60000610351562,149.60000610351562,149.60000610351562,20803
2021-11-10 11:21:00+05:30,149.60000610351562,149.75,149.4499969482422,149.75,149.75,62601
2021-11-10 11:23:00+05:30,149.6999969482422,149.8000030517578,149.6999969482422,149.8000030517578,149.8000030517578,7498
2021-11-10 11:25:00+05:30,149.75,149.85000610351562,149.6999969482422,149.6999969482422,149.6999969482422,16475
2021-11-10 11:27:00+05:30,149.6999969482422,149.75,149.60000610351562,149.64999389648438,149.64999389648438,7528
2021-11-10 11:29:00+05:30,149.75,149.8000030517578,149.60000610351562,149.64999389648438,149.64999389648438,13202
2021-11-10 11:31:00+05:30,149.64999389648438,149.64999389648438,149.5,149.60000610351562,149.60000610351562,19407
2021-11-10 11:33:00+05:30,149.60000610351562,149.6999969482422,149.5500030517578,149.64999389648438,149.64999389648438,8259
2021-11-10 11:35:00+05:30,149.60000610351562,149.8000030517578,149.60000610351562,149.8000030517578,149.8000030517578,11370
2021-11-10 11:37:00+05:30,149.8000030517578,149.8000030517578,149.60000610351562,149.6999969482422,149.6999969482422,26785
2021-11-10 11:39:00+05:30,149.6999969482422,149.8000030517578,149.60000610351562,149.75,149.75,16357
2021-11-10 11:41:00+05:30,149.64999389648438,149.6999969482422,149.4499969482422,149.5,149.5,35297
2021-11-10 11:43:00+05:30,149.5,149.5500030517578,149.39999389648438,149.39999389648438,149.39999389648438,18475
2021-11-10 11:45:00+05:30,149.4499969482422,149.5,149.14999389648438,149.14999389648438,149.14999389648438,42656
2021-11-10 11:47:00+05:30,149.1999969482422,149.3000030517578,149.14999389648438,149.1999969482422,149.1999969482422,19234
2021-11-10 11:49:00+05:30,149.1999969482422,149.35000610351562,149.14999389648438,149.25,149.25,31336
2021-11-10 11:51:00+05:30,149.3000030517578,149.3000030517578,149.14999389648438,149.25,149.25,16748
2021-11-10 11:53:00+05:30,149.1999969482422,149.1999969482422,148.9499969482422,149.0,149.0,87721
2021-11-10 11:55:00+05:30,148.9499969482422,149.0,148.8000030517578,148.8000030517578,148.8000030517578,40808
2021-11-10 11:57:00+05:30,148.8000030517578,148.89999389648438,148.64999389648438,148.8000030517578,148.8000030517578,88857
2021-11-10 11:59:00+05:30,148.85000610351562,149.0,148.8000030517578,148.89999389648438,148.89999389648438,49429
2021-11-10 12:01:00+05:30,148.8000030517578,148.9499969482422,148.39999389648438,148.5,148.5,118906
2021-11-10 12:03:00+05:30,148.4499969482422,148.60000610351562,148.1999969482422,148.3000030517578,148.3000030517578,150755
2021-11-10 12:05:00+05:30,148.25,148.35000610351562,148.14999389648438,148.3000030517578,148.3000030517578,153513
2021-11-10 12:07:00+05:30,148.25,148.64999389648438,148.25,148.64999389648438,148.64999389648438,48576
2021-11-10 12:09:00+05:30,148.64999389648438,148.8000030517578,148.5500030517578,148.8000030517578,148.8000030517578,13734
2021-11-10 12:11:00+05:30,148.8000030517578,148.85000610351562,148.6999969482422,148.6999969482422,148.6999969482422,18854
2021-11-10 12:13:00+05:30,148.6999969482422,148.89999389648438,148.6999969482422,148.8000030517578,148.8000030517578,17246
2021-11-10 12:15:00+05:30,148.8000030517578,149.0,148.8000030517578,148.89999389648438,148.89999389648438,22436
